#Enddruck=7.1e-3, in hPa
# 1:Zeit,        pG=100
0         100.1  100.0  100.2
5         131.2  128.7  129.7
10        148.3  145.9  146.8
20        182.2  179.9  180.8
30        214.8  212.4  213.4
40        248.1  246.4  247.4
50        282.6  280.4  281.3
60        316.5  314.2  315.2
70        350.5  348.2  349.2
80        384.3  382.0  383.2
90        417.8  415.7  416.8
100       451.3  449.1  450.2
