# x        y 
1574      1536    
1706      1582    
1846      1664    
1990      1716    
2142      1804    
2300      1854    
2474      1946    
2652      1998    
0         2094
0         2146
0         2248
0         2306
0         2412
0         2476
0         2588
0         2658
