#dt, N für 10ns
-19     2.9
-17     6.1
-15     9.9
-13     13.1
-11     21.4
-9      27.0
-7      25.0
-5      29.3
-3      25.8
-1      32.5
0       20.4
1       22.3
3       19.0
5       21.3
7       19.7
9       18.5
11      17.5
13      19.5
15      17.4
17      15.9
19      17.3
21      14.5
23      11.5
25      9.3
27      5.7
29      1.6
