#dt, N für 15ns
-8      1.9     
-7      5.8     
-6      6.8     
-5      8.9      
-4      12.5      
-3      13.2      
-2      16.0
-0.5    15.0    
0       16.9
0.5     19.2
1       17.5
1.5     17.9
3       18.7
5       17.8
7       17.2
9       18.2
11      15.3
13      17.7
15      20.1  
17      20.7
19      21.4
21      23.5
23      19.0
25      15.4
27      10.2
29      8.0
31      3.9
